uniprot_id,protein_name,organism,classification,n_entries,pdb_codes
A0A0M3KL26,CFTR inhibitory factor,Pseudomonas aeruginosa UCBPP-PA14,Hydrolase/Hydrolase inhibitor,1,4yx9
A0A0M3KKW7,Streptopain,Streptococcus pyogenes ATCC 10782,HYDROLASE/HYDROLASE INHIBITOR,1,4rkx
A0A0L7M119,Probable M17 family aminopeptidase,Plasmodium falciparum FcB1/Columbia,HYDROLASE/HYDROLASE INHIBITOR,1,4zy2
A9PKC6,Gag protein,Human immunodeficiency virus 1,VIRAL PROTEIN/VIRAL PROTEIN INHIBITOR,1,4inb
B0Y2Y2,Class III chitinase ChiA1,Aspergillus fumigatus A1163,HYDROLASE,1,4tx6
I0RTF3,F0F1 ATP SYNTHASE SUBUNIT C,Mycolicibacterium phlei,HYDROLASE,1,4v1f
F7ERX8,Nicotinamide N-methyltransferase (NNMT),Macaca mulatta,TRANSFERASE,1,5xvq
F2RFR7,AmfC protein,Streptomyces venezuelae ATCC 10712,TRANSCRIPTION,1,6pfj
F2RCL8,DNA-binding protein,Streptomyces venezuelae ATCC 10712,DNA BINDING PROTEIN,1,5khd
E9QRF2,CHITINASE,Aspergillus fumigatus,HYDROLASE/HYDROLASE INHIBITOR,1,1w9v
E9AFX7,Polyadenylate-binding protein,Leishmania major,TRANSLATION,1,6h7b
E7F650,ZEBAVIDIN,Danio rerio,BIOTIN-BINDING PROTEIN,1,4bj8
E7E815,3C protein,Enterovirus A71,HYDROLASE/HYDROLASE INHIBITOR,1,3qzq
E5R5T0,Biotin-[acetyl-CoA-carboxylase] ligase,Staphylococcus aureus subsp. aureus ECT-R 2,LIGASE,1,4dq2
E3NZ06,10-formyltetrahydrofolate dehydrogenase,Danio rerio,OXIDOREDUCTASE,1,4qpd
E0WWC7,3C protease,Enterovirus A71,HYDROLASE/HYDROLASE INHIBITOR,1,3sjo
E0TW95,Transcriptional regulator,Bacillus spizizenii str. W23,TRANSCRIPTION,1,5x13
D8NA05,PUTATIVE FUCOSE-BINDING LECTIN PROTEIN,Ralstonia solanacearum,SUGAR BINDING PROTEIN,1,3zi8
D8KFM5,ThiT,Lactococcus cremoris subsp. cremoris NZ9000,THIAMINE-BINDING PROTEIN,1,3rlb
D7U7T8,Dihydrodipicolinate synthase,Vitis vinifera,HYDROLASE,1,4hnn
D3ZAR1,LDL receptor adaptor protein,Rattus norvegicus,PROTEIN BINDING/PROTEIN TRANSPORT,1,3so6
D3KVM3,Glycerol kinase,Trypanosoma brucei gambiense,TRANSFERASE,1,5gn6
D1MEN9,Metallo-beta-lactamase VIM-2,Pseudomonas aeruginosa,HYDROLASE,1,6ew3
D1A7C3,Formylglycine-generating enzyme,Thermomonospora curvata DSM 43183,TRANSFERASE,1,6s07
F4KCL7,"Outer envelope protein 64, mitochondrial",Arabidopsis thaliana,PLANT PROTEIN,1,6hpg
F8QQG5,Tablysin 15,Tabanus yao,PROTEIN BINDING,1,3u3u
B2FRP5,Beta-lactamase,Stenotrophomonas maltophilia K279a,Hydrolase/Inhibitor,1,5ne3
F8UU09,NEURAMINIDASE,Influenza A virus,HYDROLASE,1,4b7j
H8XX12,Genome polyprotein,Zika virus,VIRAL PROTEIN/INHIBITOR,1,5h6v
H2QL32,Phosphodiesterase 9A,Pan troglodytes,HYDROLASE/HYDROLASE INHIBITOR,1,4qge
H0ZQY2,Serpin,Taeniopygia guttata,BLOOD CLOTTING,1,5hgc
G8JZS4,Alpha-glucosidase (Alpha-glucosidase SusB),Bacteroides thetaiotaomicron,HYDROLASE,1,2zq0
G8G134,Hemagglutinin-neuraminidase,Human respirovirus 3,HYDROLASE/INHIBITOR,1,5kv9
G5EFZ1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Caenorhabditis elegans,ISOMERASE,1,5kgn
G5AQS2,Glucocorticoid receptor,Heterocephalus glaber,HORMONE RECEPTOR,1,5uc1
G4FEC0,ABC transporter substrate-binding protein,Thermotoga maritima MSB8,TRANSPORT PROTEIN,1,4pfu
G3XD46,Penicillin-binding protein 3,Pseudomonas aeruginosa PAO1,Biosynthetic Protein/Antibiotic,1,4kqo
G3XD33,Heme acquisition protein HasAp,Pseudomonas aeruginosa PAO1,TRANSPORT PROTEIN,1,3w8o
G3XD28,"Type 4 fimbrial biogenesis protein PilM,Type 4 fimbrial biogenesis protein PilN",Pseudomonas aeruginosa PAO1,PEPTIDE BINDING PROTEIN,1,5eou
G3G192,Beta-lactamase,Klebsiella pneumoniae,ANTIMICROBIAL PROTEIN,1,6qw8
G3FT00,Klebsiella pneumoniae genome assembly NOVST,Klebsiella pneumoniae,DNA BINDING PROTEIN,1,5ejl
G1EUI6,LECTIN,Platypodium elegans,SUGAR BINDING PROTEIN,1,3zyr
G1C2I2,O-acetyl serine sulfhydrylase,Leishmania donovani,TRANSFERASE/TRANSFERASE INHIBITOR,1,3t4p
G0S8G9,Eukaryotic translation initiation factor 5B-like protein,Thermochaetoides thermophila DSM 1495,TRANSLATION,1,4ncn
G0RY29,SPX domain,Thermochaetoides thermophila,inositol polyphosphate binding protein,1,5ijj
D0XC84,"Peptide ABC transporter, periplasmic peptide-binding protein",Vibrio harveyi 1DA3,PROTEIN BINDING,1,5yqw
D0VX20,Sucrose isomerase SmuA from Protaminobacter rubrum,Serratia plymuthica,ISOMERASE,1,3gbe
D0PY27,HCV encoded nonstructural 5B protein,Hepacivirus hominis,Transferase/Transferase Inhibitor,1,3phe
D0MI02,MANNOSYLGLYCERATE SYNTHASE,Rhodothermus marinus DSM 4252,TRANSFERASE,1,2y4k
B8FW11,Cyclic nucleotide-binding protein,Desulfitobacterium hafniense DCB-2,TRANSCRIPTION REGULATION,1,3e5u
B7GN78,N-acetylhexosamine 1-phosphate kinase,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088,TRANSFERASE,1,4ocv
B6YU74,ATP-dependent protease Lon,Thermococcus onnurineus NA1,HYDROLASE,1,3k1j
B6H6L7,Pc15g00720 protein,Penicillium rubens Wisconsin 54-1255,HYDROLASE,1,6kjd
B6AA20,LEUCYL-TRNA SYNTHETASE,Cryptosporidium muris RN66,LIGASE,1,5fom
B5ZAD9,Conserved hypothetical secreted protein,Helicobacter pylori G27,hydrolase/hydrolase inhibitor,1,5d2r
B5LY47,Beta-lactamase,Escherichia coli,hydrolase/hydrolase inhibitor,1,6bu3
B5KVR9,Metallo-beta-lactamase VIM-17,Pseudomonas aeruginosa,HYDROLASE,1,5mm9
B4EZ68,Thiol:disulfide interchange protein,Proteus mirabilis HI4320,OXIDOREDUCTASE/PEPTIDE,1,4od7
B4EA43,Beta-hexosaminidase 1,Burkholderia cenocepacia J2315,HYDROLASE/HYDROLASE INHIBITOR,1,4mss
B3Y653,Toll-like receptor 7,Macaca mulatta,IMMUNE SYSTEM,1,5gmh
B3VBK9,EXTRACELLULAR PROTEIN 6,Fulvia fulva,SUGAR BINDING PROTEIN,1,4b9h
B3PBE0,"BETA-GALACTOSIDASE, PUTATIVE, BGL35A",Cellvibrio japonicus Ueda107,HYDROLASE,1,4d1j
B2RXH2,2-OXOGLUTARATE OXYGENASE,Homo sapiens,OXIDOREDUCTASE,1,2w2i
B2RID1,Asp/Glu-specific dipeptidyl-peptidase,Porphyromonas gingivalis ATCC 33277,HYDROLASE,1,6jtc
B2HVG8,Peptide arylation enzyme,Acinetobacter baumannii AB900,LIGASE,1,3o84
B2HHT4,fatty acid O-methyltransferase,Mycobacterium marinum M,TRANSFERASE,1,5f2k
B8ZY56,"EXO-1,5-ALPHA-L-ARABINOFURANOBIOSIDASE",Fusarium graminearum,HYDROLASE,1,2ydt
B8ZYW1,Nitrogen regulatory protein P-II,Haloferax mediterranei ATCC 33500,SIGNALING PROTEIN,1,4ozj
B9A0T7,Tamavidin2,Pleurotus cornucopiae,Biotin Binding Protein,1,2zsc
C6S9R8,Lipoprotein,Neisseria meningitidis alpha153,PROTEIN BINDING,1,6dzx
D0ELH5,Peptidyl-prolyl cis-trans isomerase,Citrus sinensis,ISOMERASE/IMMUNOSUPPRESSANT,1,4jjm
D0AB09,N-MYRISTOYLTRANSFERASE,Leishmania donovani,TRANSFERASE,1,2wuu
C9ZP98,MACRODOMAIN,Trypanosoma brucei,HYDROLASE,1,5fsy
C8CIL7,3C protease,Coxsackievirus A16,HYDROLASE/HYDROLASE INHIBITOR,1,3sji
C7FH46,NEURAMINIDASE,Influenza A virus (A/California/07/2009(H1N1)),HYDROLASE,1,4b7r
C7C422,Metallo-beta-lactamase type 2,Klebsiella pneumoniae,ANTIMICROBIAL PROTEIN,1,6rmf
C6XGT2,Putative amino acid-binding periplasmic ABC transporter protein,Candidatus Liberibacter asiaticus str. psy62,TRANSPORT PROTEIN,1,6a80
C6KP13,Neuraminidase,Influenza A virus (A/Texas/17/2009(H1N1)),VIRAL PROTEIN,1,6g01
B9ZW32,Hypoxanthine phosphoribosyltransferase,Bacillus anthracis,TRANSFERASE,1,6d9s
C5Z4W3,caffeoyl-CoA O-methyltransferase,Sorghum bicolor,TRANSFERASE,1,5kva
C4NV15,Aminoglycoside N(3)-acetyltransferase,Enterobacteriaceae,transferase/antibiotic,1,6ntj
C3TPN7,Methionine aminopeptidase,Escherichia coli,HYDROLASE,1,4pnc
C3L5T6,Probable nicotinate-nucleotide adenylyltransferase,Bacillus anthracis,TRANSFERASE,1,2qtr
C1CKI0,DNA ligase,Streptococcus pneumoniae P1031,LIGASE/LIGASE INHIBITOR,1,4glw
C1CIR8,3-oxoacyl-[acyl-carrier-protein] synthase 3,Streptococcus pneumoniae P1031,Transferase/Transferase Inhibitor,1,5bqs
C0LMU0,Nonstructural protein NS5,dengue virus type 3,Viral protein/Inhibitor,1,5cuq
P0A4F8,Octopine-binding periplasmic protein,Agrobacterium tumefaciens str. B6,Octopine-binding protein,1,5org
P0A6L2,dihydrodipicolinate synthase,Escherichia coli,LYASE,1,1yxd
P0A6P9,Enolase,Escherichia coli,LYASE/LYASE inhibitor,1,6d3q
P68826,Peptide deformylase,Staphylococcus aureus,HYDROLASE,1,1q1y
P66937,"DNA GYRASE SUBUNIT B, DNA GYRASE SUBUNIT A",Staphylococcus aureus subsp. aureus N315,ISOMERASE,1,2xcs
P65249,Thymidylate kinase,Staphylococcus aureus subsp. aureus N315,TRANSFERASE/TRANSFERASE INHIBITOR,1,4hdc
P65248,Thymidylate kinase,Staphylococcus aureus subsp. aureus N315,TRANSFERASE/TRANSFERASE INHIBITOR,1,4gfd
P62745,Rho-related GTP-binding protein RhoB,Homo sapiens,IMMUNE SYSTEM,1,6sge
P61965,WD REPEAT-CONTAINING PROTEIN 5,Mus musculus,TRANSCRIPTION,1,2xl2
P61949,FLAVODOXIN,Escherichia coli,ELECTRON TRANSPORT,1,1ag9
P61006,Ras-related protein Rab-8A,Homo sapiens,PROTEIN TRANSPORT,1,4lhv
P60953,G25K GTP-BINDING PROTEIN,Homo sapiens,HYDROLASE,1,1a4r
P60616,ALPHA-BUNGAROTOXIN ISOFORM V31,Bungarus multicinctus,TOXIN/PEPTIDE,1,1hc9
P60568,interleukin-2,Homo sapiens,CYTOKINE,1,1m48
P60546,Guanylate kinase,Escherichia coli,TRANSFERASE,1,2f3r
P60477,Isoprenyl transferase,Staphylococcus aureus subsp. aureus N315,TRANSFERASE,1,4u82
P60301,Cytotoxin 3,Naja atra,TOXIN,1,1xt3
P59078,Methionine--tRNA ligase,Brucella suis 1330,ligase/ligase inhibitor,1,5k0s
P56734,CHIMERIC AVIDIN,Gallus gallus,BIOTIN-BINDING PROTEIN,1,4bcs
P56690,Isoleucyl-tRNA synthetase,Thermus thermophilus,LIGASE,1,1jzs
P56463,Purine nucleoside phosphorylase DeoD-type,Helicobacter pylori,HYDROLASE,1,6f4w
P68135,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,STRUCTURAL PROTEIN,1,2fxu
P71447,BETA-PHOSPHOGLUCOMUTASE,Lactococcus lactis,ISOMERASE,1,2wf5
P96884,BirA bifunctional protein,Mycobacterium tuberculosis,LIGASE/LIGASE INHIBITOR,1,3rux
P71619,Putative Sn-glycerol-3-phosphate-binding lipoprotein UgpB,Mycobacterium tuberculosis,TRANSPORT PROTEIN,1,6r1b
P96711,Arabinose metabolism transcriptional repressor,Bacillus subtilis,DNA BINDING PROTEIN,1,3tb6
P96257,Probable glutamine-binding lipoprotein GlnH (GLNBP),Mycobacterium tuberculosis H37Rv,SIGNALING PROTEIN,1,6h1u
P95276,Probable epoxide hydrolase ephB,Mycobacterium tuberculosis H37Rv,HYDROLASE,1,2zjf
P95257,SecB-like chaperone Rv1957,Mycobacterium tuberculosis H37Rv,CHAPERONE,1,5mtw
P95092,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY DEOR-FAMILY),Mycobacterium tuberculosis,TRANSCRIPTION,1,3v78
P93832,"3-isopropylmalate dehydrogenase 2, chloroplastic",Arabidopsis thaliana,OXIDOREDUCTASE,1,5j32
P89884,V-bcl-2,Murid gammaherpesvirus 4,VIRAL PROTEIN/APOPTOSIS,1,3bl2
P82114,Basic phospholipase A2 homolog 1,Bothrops moojeni,TOXIN,1,6ce2
P81461,Concanavalin V,Canavalia cathartica,SUGAR BINDING PROTEIN,1,4czs
P80457,Xanthine dehydrogenase/oxidase,Bos taurus,OXIDOREDUCTASE,1,3nrz
P80386,5'-AMP-activated protein kinase subunit beta-1,Rattus norvegicus,SUGAR BINDING PROTEIN,1,4yef
P80385,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-1,Rattus norvegicus,TRANSFERASE,1,2y8l
P80366,Fe(3+)-Zn(2+) purple acid phosphatase,Phaseolus vulgaris,METAL BINDING PROTEIN,1,6of5
P77348,Periplasmic murein peptide-binding protein,Escherichia coli,PEPTIDE BINDING PROTEIN/PEPTIDE,1,3o9p
P76010,Flagellar brake protein YcgR,Escherichia coli K-12,PROTEIN BINDING,1,5y6f
P73954,Membrane-associated protein slr1513,Synechocystis sp. PCC 6803 substr. Kazusa,SIGNALING PROTEIN,1,5o3q
P73797,Slr1257 protein,Synechocystis sp. PCC 6803 substr. Kazusa,MEMBRANE PROTEIN,1,1ii5
P56073,Shikimate kinase,Helicobacter pylori,TRANSFERASE,1,3muf
P55899,IgG receptor FcRn large subunit p51,Homo sapiens,IMMUNE SYSTEM,1,6c99
P54578,Ubiquitin carboxyl-terminal hydrolase 14,Homo sapiens,HYDROLASE,1,6iil
P53934,Carnosine N-methyltransferase,Saccharomyces cerevisiae S288C,TRANSFERASE,1,5x62
P47709,Rabphilin-3A,Rattus norvegicus,PROTEIN TRANSPORT,1,4np9
P46934,E3 ubiquitin-protein ligase NEDD4,Homo sapiens,PROTEIN BINDING,1,4n7h
P46100,Transcriptional regulator ATRX,Homo sapiens,TRANSCRIPTION/STRUCTURAL PROTEIN,1,3ql9
P45481,CREB-binding protein,Mus musculus,TRANSFERASE/INHIBITOR,1,5w0i
P45448,Orphan nuclear receptor NR5A2,Mus musculus,TRANSCRIPTION,1,1zh7
P43886,Serine acetyltransferase,Haemophilus influenzae,TRANSFERASE,1,1ssq
P43403,Tyrosine-protein kinase ZAP-70,Homo sapiens,TRANSFERASE,1,1u59
P43249,G protein-coupled receptor kinase 5,Bos taurus,LIGASE,1,4wnk
P43094,Candidapepsin-5,Candida albicans,HYDROLASE/HYDROLASE INHIBITOR,1,2qzx
P42892,Endothelin-converting enzyme 1,Homo sapiens,HYDROLASE,1,3dwb
P42866,Mu-type opioid receptor,Mus musculus,Signaling Protein/antagonist,1,5c1m
P42684,Tyrosine-protein kinase ABL2,Homo sapiens,TRANSFERASE,1,3gvu
P42641,GTPase ObgE/CgtA,Escherichia coli DH5[alpha],HYDROLASE,1,5m04
P42085,Xanthine phosphoribosyltransferase,Bacillus subtilis,TRANSFERASE,1,2fxv
P41811,COATOMER SUBUNIT BETA',Saccharomyces cerevisiae,PROTEIN TRANSPORT,1,2ynn
P41594,Metabotropic glutamate receptor 5,Homo sapiens,SIGNALING PROTEIN,1,3lmk
P41279,Mitogen-activated protein kinase kinase kinase 8,Homo sapiens,TRANSFERASE,1,4y85
P48147,Prolyl endopeptidase,Homo sapiens,HYDROLASE,1,3ddu
P48449,LANOSTEROL SYNTHASE,Homo sapiens,ISOMERASE,1,1w6j
P48499,TRIOSEPHOSPHATE ISOMERASE,Leishmania mexicana,ISOMERASE,1,2vxn
P50542,PEROXISOMAL TARGETING SIGNAL 1 RECEPTOR,Homo sapiens,SIGNALING PROTEIN,1,1fch
P53041,Serine/threonine-protein phosphatase 5,Homo sapiens,HYDROLASE/HYDROLASE inhibitor,1,5wg8
P51784,Ubiquitin carboxyl-terminal hydrolase 11,Homo sapiens,PROTEIN BINDING,1,5ok6
P51693,Amyloid-like protein 1,Homo sapiens,CELL ADHESION,1,3qmk
P51617,Interleukin-1 receptor-associated kinase 1,Homo sapiens,TRANSFERASE,1,6bfn
P51532,Transcription activator BRG1,Homo sapiens,TRANSCRIPTION,1,6hr2
P51512,Matrix metalloproteinase-16,Homo sapiens,HYDROLASE,1,1rm8
P50743,GTP-BINDING PROTEIN ENGA,Bacillus subtilis,HYDROLASE,1,4dcs
P50120,Retinol-binding protein 2,Homo sapiens,TRANSPORT PROTEIN,1,4ruu
P48650,Phospholipase A2,Echis carinatus,HYDROLASE,1,2qhd
P49917,DNA ligase 4,Homo sapiens,LIGASE/HYDROLASE,1,4htp
P49888,ESTROGEN SULFOTRANSFERASE,Homo sapiens,TRANSFERASE,1,1g3m
P49435,Adenine phosphoribosyltransferase 1,Saccharomyces cerevisiae,TRANSFERASE/TRANSFERASE INHIBITOR,1,5vjn
P49427,Ubiquitin-conjugating enzyme E2 R1,Homo sapiens,LIGASE/LIGASE INHIBITOR,1,3rz3
P49410,ELONGATION FACTOR TU (EF-TU),Bos taurus,RNA BINDING PROTEIN,1,1d2e
P49327,Fatty acid synthase,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,1,3tjm
P48729,Casein kinase I isoform alpha,Homo sapiens,TRANSFERASE,1,6gzd
P96830,Phosphotyrosine protein phosphatase ptpb,Mycobacterium tuberculosis H37Rv,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",1,2oz5
P9WFY7,tRNA (guanine-N(1)-)-methyltransferase,Mycobacterium tuberculosis CDC1551,TRANSFERASE,1,5zhl
P0A715,2-DEHYDRO-3-DEOXYPHOSPHOOCTONATE ALDOLASE,Escherichia coli,LYASE,1,1g7v
Q15326,Zinc finger MYND domain-containing protein 11,Homo sapiens,IMMUNE SYSTEM,1,5hda
Q15120,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3,Homo sapiens,TRANSFERASE,1,1y8o
Q15118,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1,Homo sapiens,TRANSFERASE,1,2q8g
Q15080,NEUTROPHIL CYTOSOL FACTOR 4,Homo sapiens,PX DOMAIN,1,1h6h
Q15047,Histone-lysine N-methyltransferase SETDB1,Homo sapiens,TRANSFERASE,1,6bhd
Q15046,Lysine--tRNA ligase,Homo sapiens,ligase/ ligase inhibitor,1,4ycu
Q14U76,Bone sialoprotein-binding protein,Staphylococcus aureus,PROTEIN BINDING/PEPTIDE,1,5cfa
Q14832,Metabotropic glutamate receptor 3,Homo sapiens,SIGNALING PROTEIN,1,4xar
Q14781,Chromobox protein homolog 2,Homo sapiens,transcription/transcription inhibitor,1,5epk
Q14498,RNA-binding protein 39,Homo sapiens,TRANSCRIPTION,1,4oz1
Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8,Homo sapiens,ISOMERASE,1,5mgx
Q13635,Protein patched homolog 1,Homo sapiens,MEMBRANE PROTEIN,1,6rtw
Q13523,Serine/threonine-protein kinase PRP4 homolog,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,1,4ijp
Q13464,Rho-associated protein kinase 1,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,1,3v8s
Q13427,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE G,Homo sapiens,ISOMERASE/IMMUNOSUPPRESSANT,1,2wfj
Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B",Homo sapiens,HYDROLASE,1,1so2
Q13285,Steroidogenic factor 1,Homo sapiens,TRANSCRIPTION FACTOR/HORMONE,1,4qjr
Q13188,Serine/threonine-protein kinase 3,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,1,5dh3
Q15303,Receptor tyrosine-protein kinase erbB-4,Homo sapiens,TRANSFERASE,1,2r4b
Q15418,Ribosomal protein S6 kinase alpha-1,Homo sapiens,TRANSFERASE,1,2z7r
P9WG43,Triosephosphate isomerase,Mycobacterium tuberculosis H37Rv,ISOMERASE,1,3tao
Q15554,Telomeric repeat-binding factor 2,Homo sapiens,HYDROLASE REGULATOR,1,4m7c
Q26490,retinol dehydratase,Spodoptera frugiperda,TRANSFERASE,1,1x8j
Q25252,Carboxylic ester hydrolase,Lucilia cuprina,hydrolase/hydrolase inhibitor,1,5tyl
Q24973,GUANINE PHOSPHORIBOSYLTRANSFERASE,Giardia duodenalis,TRANSFERASE,1,1dqn
Q24306,APOPTOSIS 1 INHIBITOR,Drosophila melanogaster,Hydrolase/Peptide,1,1jd5
Q20R18,Neuraminidase,Influenza A virus (A/mallard/ALB/196/1996(H10N7)),HYDROLASE,1,4qn7
Q20305,Protein HTP-1,Caenorhabditis elegans,PEPTIDE BINDING PROTEIN,1,4tzq
Q1R3F7,"PhnD, subunit of alkylphosphonate ABC transporter",Escherichia coli UTI89,TRANSPORT PROTEIN,1,3p7i
Q1DB04,Mutual gliding-motility protein MglA,Myxococcus xanthus DK 1622,"SIGNALING PROTEIN, HYDROLASE",1,5ymx
Q1D4I5,"Transcriptional regulator, TetR family",Myxococcus xanthus DK 1622,TRANSCRIPTION,1,5k7h
Q19905,UDP-glucose 6-dehydrogenase,Caenorhabditis elegans,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,1,6om8
Q16Y94,AAEL008620-PA odorant-binding protein,Aedes aegypti,Hormone-binding protein,1,5v13
Q16873,Leukotriene C4 synthase,Homo sapiens,MEMBRANE PROTEIN,1,6r7d
Q16602,Calcitonin gene-related peptide type 1 receptor,Homo sapiens,MEMBRANE PROTEIN,1,3n7s
Q16576,Histone-binding protein RBBP7,Homo sapiens,HISTONE/CHAPERONE,1,3cfs
Q16552,Interleukin-17A,Homo sapiens,IMMUNE SYSTEM / INHIBITOR,1,5vb9
Q16186,Proteasomal ubiquitin receptor ADRM1,Homo sapiens,PROTEIN BINDING,1,5v1y
Q15759,Mitogen-activated protein kinase 11,Homo sapiens,Transferase/Transferase Inhibitor,1,3gp0
Q13002,"Glutamate receptor ionotropic, kainate 2",Homo sapiens,MEMBRANE PROTEIN,1,3qxm
Q12QS6,Avidin/streptavidin,Shewanella denitrificans OS217,Biotin-binding protein,1,3t2w
Q12931,"Heat shock protein 75 kDa, mitochondrial",Homo sapiens,CHAPERONE,1,5y3n
Q12118,Small glutamine-rich tetratricopeptide repeat-containing protein 2,Saccharomyces cerevisiae,CHAPERONE,1,5lyn
Q02647,"Dynein light chain 1, cytoplasmic",Saccharomyces cerevisiae S288C,MOTOR PROTEIN,1,4ht6
Q02410,X11,Homo sapiens,COMPLEX (PEPTIDE BINDING MODULE/PEPTIDE),1,1aqc
Q01812,"Glutamate receptor ionotropic, kainate 4,Glutamate receptor ionotropic, kainate 4",Rattus norvegicus,MEMBRANE PROTEIN,1,5ikb
Q01567,Lipoprotein OutS,Dickeya dadantii 3937,PROTEIN TRANSPORT,1,4k0u
Q01454,DNA polymerase alpha-binding protein,Saccharomyces cerevisiae,REPLICATION,1,5nxq
Q00684,Tyrosine-protein phosphatase CDC14,Saccharomyces cerevisiae S288C,CELL CYCLE,1,6g85
P9WQB3,2-isopropylmalate synthase,Mycobacterium tuberculosis H37Rv,TRANSFERASE,1,3u6w
P9WNP5,"1,4-Dihydroxy-2-naphthoyl-CoA synthase",Mycobacterium tuberculosis H37Rv,LYASE,1,4qij
P9WNL5,Arabinosyltransferase C,Mycobacterium tuberculosis,TRANSFERASE,1,3pty
P9WNG3,3-oxoacyl-[acyl-carrier-protein] synthase 3,Mycobacterium tuberculosis,TRANSFERASE,1,2qnz
P9WN31,Nitrogen regulatory protein P-II,Mycobacterium tuberculosis,SIGNALING PROTEIN/TRANSCRIPTION,1,3lf0
P9WMB9,HTH-type transcriptional repressor KstR2,Mycobacterium tuberculosis H37Rv,TRANSCRIPTION,1,4w97
P9WJ61,Diterpene synthase,Mycobacterium tuberculosis,HYDROLASE/HYDROLASE INHIBITOR,1,3wqm
P9WIJ3,Peptide deformylase,Mycobacterium tuberculosis,HYDROLASE,1,3e3u
P9WI81,Serine/threonine-protein kinase PknB,Mycobacterium tuberculosis H37Rv,Transferase/Transferase Inhibitor,1,5u94
P9WI73,Probable serine/threonine-protein kinase pknG,Mycobacterium tuberculosis,TRANSFERASE,1,2pzi
P9WHT9,Proteasome subunit beta,Mycobacterium tuberculosis,HYDROLASE,1,3krd
Q02834,SIALIDASE,Micromonospora viridifaciens,HYDROLASE,1,1wcq
Q04437,ATP-dependent DNA helicase II subunit 2,Saccharomyces cerevisiae S288C,PROTEIN BINDING,1,5y59
Q04ML5,Adenylate kinase,Streptococcus pneumoniae D39,TRANSFERASE,1,4w5j
Q09JX9,Lipocalin,Argas monolakensis,LIGAND BINDING PROTEIN,1,3bu1
Q0S7Q0,Probable CoA-transferase beta subunit,Rhodococcus jostii RHA1,HYDROLASE,1,6coj
Q0P9X8,MAJOR CELL-BINDING FACTOR,Campylobacter jejuni,RECEPTOR,1,2v25
Q0P9S0,putative amino-acid transporter periplasmic solute-binding protein,Campylobacter jejuni,TRANSPORT PROTEIN,1,1xt8
Q0P9D1,UDP-N-acetylbacillosamine N-acetyltransferase,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,transferase/transferase inhibitor,1,5t2y
Q0P844,Putative peptide ABC-transport system periplasmic peptide-binding protein,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,TRANSPORT PROTEIN,1,4oeu
Q0KKI6,"Crenezumab Fab light chain,Immunoblobulin light chain",Homo sapiens,IMMUNE SYSTEM,1,5vzy
Q0A480,Neuraminidase,Influenza A virus (A/duck/Ukraine/1/1963(H3N8)),HYDROLASE/HYDROLASE INHIBITOR,1,4ks4
Q09JR9,Lipocalin,Argas monolakensis,LIGAND BINDING PROTEIN,1,3brn
Q05769,Prostaglandin G/H synthase 2,Mus musculus,Oxidoreductase/Oxidoreductase inhibitor,1,4oty
Q09490,Protein lgg-1,Caenorhabditis elegans,PROTEIN BINDING,1,5azg
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,Homo sapiens,Hydrolase/calcium binding protein,1,3ll8
Q07075,Glutamyl aminopeptidase,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,1,4kx8
Q06151,m7GpppX diphosphatase,Saccharomyces cerevisiae S288C,HYDROLASE,1,5bv3
Q06121,INDOLE-3-GLYCEROL PHOSPHATE SYNTHASE,Saccharolobus solfataricus,LYASE,1,1lbf
Q05823,2-5A-dependent ribonuclease,Homo sapiens,HYDROLASE,1,1wdy
Q05816,"FATTY ACID-BINDING PROTEIN, EPIDERMAL",Mus musculus,LIPID BINDING PROTEIN,1,4azp
P41229,HISTONE DEMETHYLASE JARID1C,Homo sapiens,OXIDOREDUCTASE,1,5fwj
P40506,Phosphopantothenate--cysteine ligase CAB2,Saccharomyces cerevisiae S288C,LIGASE,1,6ai9
P39325,ABC TRANSPORTER PERIPLASMIC-BINDING PROTEIN YTFQ,Escherichia coli K-12,TRANSPORT PROTEIN,1,2vk2
